enabled,namespace,key,source_hash,source,translation,category,confirmed_in_2025_dump
1,Content,941660750,941660750,Lost Queen (Gamma),Lost Queen Gamma,tabla_usuario,0
1,Content,3760714511,3760714511,Lymantria,Lymantria,tabla_usuario,1
1,Content,1438312544,1438312544,Lystro,Listrosaurio,alias_base:Lystrosaurus,1
1,Content,4178705559,4178705559,Lystrosaurus,Listrosaurio,tabla_usuario,1
1,Content,4211349918,4211349918,Maeguana,Maeguana,tabla_usuario,1
1,Content,1318580228,1318580228,Maewing,Maewing,tabla_usuario,1
1,Content,2911741529,2911741529,Magmasaur,Magmasaur,tabla_usuario,1
1,Content,2599131164,2599131164,Malfunctioned Tek Giganotosaurus,Giganotosaurio Tek averiado,tabla_usuario,1
1,Content,1934549745,1934549745,Malfunctioned Tek Parasaur,Parasaurio Tek averiado,tabla_usuario,1
1,Content,351750808,351750808,Malfunctioned Tek Quetzal,Quetzal Tek averiado,tabla_usuario,1
1,Content,4189064012,4189064012,Malfunctioned Tek Raptor,Raptor Tek averiado,tabla_usuario,1
1,Content,1383457331,1383457331,Malfunctioned Tek Rex,Rex Tek averiado,tabla_usuario,1
1,Content,603140897,603140897,Malfunctioned Tek Stegosaurus,Estegosaurio Tek averiado,tabla_usuario,1
1,Content,1339329246,1339329246,Malfunctioned Tek Stryder,Stryder Tek averiado,variante_verificada_adicional,1
1,Content,1660292254,1660292254,Malfunctioned Tek Triceratops,Triceratops Tek averiado,tabla_usuario,1
1,Content,1392967863,1392967863,Malwyn,Malwyn,tabla_usuario,0
1,Content,2617064017,2617064017,Mammoth,Mamut,tabla_usuario,1
1,Content,736133879,736133879,Managarmr,Managarmr,tabla_usuario,1
1,Content,1907790138,1907790138,Manta,Manta,tabla_usuario,1
1,Content,3625109509,3625109509,Manticore,Mantícora,tabla_usuario,1
1,Content,781031855,781031855,Manticore (Alpha),Mantícora Alfa,tabla_usuario,1
1,Content,3833282693,3833282693,Manticore (Beta),Mantícora Beta,tabla_usuario,1
1,Content,1596966533,1596966533,Manticore (Gamma),Mantícora Gamma,tabla_usuario,1
1,Content,2112964941,2112964941,Mantis,Mantis,tabla_usuario,1
1,Content,4004566459,4004566459,Mantis Ghost,Mantis fantasma,tabla_usuario,1
1,Content,1026016009,1026016009,Mega Mek,Mega Mek,tabla_usuario,1
1,Content,765329612,765329612,Megachelon,Megachelon,tabla_usuario,1
1,Content,2885042342,2885042342,Megalania,Megalania,tabla_usuario,1
1,Content,4055050618,4055050618,Megaloceros,Megaloceros,tabla_usuario,1
1,Content,4283385789,4283385789,Megalodon,Megalodon,tabla_usuario,1
1,Content,2589660012,2589660012,Megalodon Ghost,Megalodon fantasma,tabla_usuario,0
1,Content,4129643404,4129643404,Megalosaurus,Megalosaurio,tabla_usuario,1
1,Content,3914472994,3914472994,Meganeura,Meganeura,tabla_usuario,1
1,Content,3294646491,3294646491,Megapithecus,Megapithecus,tabla_usuario,1
1,Content,253689076,253689076,Megapithecus (Alpha),Megapithecus Alfa,tabla_usuario,1
1,Content,968927776,968927776,Megapithecus (Beta),Megapithecus Beta,tabla_usuario,1
1,Content,2126291934,2126291934,Megapithecus (Gamma),Megapithecus Gamma,tabla_usuario,1
1,Content,2814994319,2814994319,Megaraptor,Megaraptor,tabla_usuario,0
1,Content,1771124918,1771124918,Megatherium,Megaterio,tabla_usuario,1
1,Content,2704649900,2704649900,Mek,Mek,tabla_usuario,1
1,Content,1499878952,1499878952,Mesopithecus,Mesopithecus,tabla_usuario,1
1,Content,4059905478,4059905478,Microraptor,Microraptor,tabla_usuario,1
1,Content,1343555142,1343555142,Minotarchos,Minotarchos,tabla_usuario,0
1,Content,745993935,745993935,Minotaur,Minotauro,tabla_usuario,1
1,Content,1301910890,1301910890,"Moeder, Master of the Ocean",Moeder,tabla_usuario,1
1,Content,3730882816,3730882816,Morellatops,Morellatops,tabla_usuario,1
1,Content,2291069800,2291069800,Mosasaur,Mosasaurus,alias_base:Mosasaurus,1
1,Content,195844702,195844702,Mosasaurus,Mosasaurus,tabla_usuario,1
1,Content,3889244888,3889244888,Moschops,Moschops,tabla_usuario,1
1,Content,254602178,254602178,Nameless,Nameless,tabla_usuario,1
1,Content,256329270,256329270,Natrix,Natrix,tabla_usuario,0
1,Content,3105375523,3105375523,Neophyte,Neófito,tabla_usuario,0
1,Content,1225503132,1225503132,Noglin,Noglin,tabla_usuario,1
1,Content,3701578565,3701578565,Nunatak,Nunatak,tabla_usuario,0
1,Content,629395049,629395049,Oasisaur,Oasisaur,tabla_usuario,1
1,Content,3830699704,3830699704,Oil Jug Bug,Escarabajo Cántaro de Aceite,tabla_usuario,1
1,Content,398505941,398505941,Onyc,Onyc,tabla_usuario,1
1,Content,1726023987,1726023987,Ossidon,Ossidon,tabla_usuario,0
1,Content,865388647,865388647,Otter,Nutria,tabla_usuario,1
1,Content,2780890177,2780890177,Otter Ghost,Nutria fantasma,tabla_usuario,0
1,Content,1485503374,1485503374,Overseer,Overseer,tabla_usuario,1
1,Content,2163001649,2163001649,Overseer (Alpha),Overseer Alfa,tabla_usuario,0
1,Content,1617526406,1617526406,Overseer (Beta),Overseer Beta,tabla_usuario,0
1,Content,4048459291,4048459291,Overseer (Gamma),Overseer Gamma,tabla_usuario,0
1,Content,1035265249,1035265249,Oviraptor,Oviraptor,tabla_usuario,1
1,Content,829835875,829835875,Ovis,Ovis,tabla_usuario,1
1,Content,121071176,121071176,Pachy,Pachy,tabla_usuario,1
1,Content,288687104,288687104,Pachycephalosaurus,Pachy,alias_base:Pachy,1
1,Content,3212759608,3212759608,Pachyrhino,Pachyrhinosaurus,alias_base:Pachyrhinosaurus,1
1,Content,3585954611,3585954611,Pachyrhinosaurus,Pachyrhinosaurus,tabla_usuario,1
1,Content,3329776360,3329776360,Palaeoctopus,Palaeoctopus,tabla_usuario,0
1,Content,1001113859,1001113859,Paracer,Paraceratherium,alias_base:Paraceratherium,1
1,Content,2040061984,2040061984,Paraceratherium,Paraceratherium,tabla_usuario,1
1,Content,3374564450,3374564450,Parakeet Fish School,Parakeet Fish School,tabla_usuario,1
1,Content,2141533652,2141533652,Parasaur,Parasaurio,tabla_usuario,1
1,Content,3442772030,3442772030,Parrot,Loro,tabla_usuario,0
1,Content,2462717973,2462717973,Party Dodo,Dodo de fiesta,tabla_usuario,1
1,Content,2433409248,2433409248,Pegomastax,Pegomastax,tabla_usuario,1
1,Content,505706342,505706342,Pegomastax Grouch,Pegomastax gruñón,tabla_usuario,0
1,Content,3984558531,3984558531,Pelagornis,Pelagornis,tabla_usuario,1
1,Content,1720150092,1720150092,Phiomia,Phiomia,tabla_usuario,1
1,Content,1285064016,1285064016,Phoenix,Fénix,tabla_usuario,1
1,Content,2929727987,2929727987,Piranha,Piraña,tabla_usuario,1
1,Content,3793583111,3793583111,Pirate,Pirata,tabla_usuario,0
1,Content,791795043,791795043,Plesiosaur,Plesiosaurio,tabla_usuario,1
1,Content,456410616,456410616,Poison Wyvern,Wyvern de Veneno,tabla_usuario,1
1,Content,1516500647,1516500647,Procoptodon,Procoptodon,tabla_usuario,1
1,Content,639476598,639476598,Pteranodon,Pteranodon,tabla_usuario,1
1,Content,3277409827,3277409827,Pulmonoscorpius,Pulmonoscorpio,tabla_usuario,1
1,Content,1232938909,1232938909,Pulmonoscorpius Monarch,Monarca Pulmonoscorpius,tabla_usuario,0
1,Content,2218861549,2218861549,Purlovia,Purlovia,tabla_usuario,1
1,Content,1511509477,1511509477,Pyromane,Pyromane,tabla_usuario,1
1,Content,2262434173,2262434173,Quetz,Quetzal,alias_base:Quetzal,1
1,Content,347259513,347259513,Quetzal,Quetzal,tabla_usuario,1
1,Content,2140010223,2140010223,Quetzalcoatlus,Quetzal,alias_base:Quetzal,1
1,Content,1509530478,1509530478,Raptor,Raptor,tabla_usuario,1
1,Content,4288109277,4288109277,Rare X-Sabertooth Salmon,Salmón Dientes de Sable X raro,tabla_usuario,0
1,Content,1965810463,1965810463,Ravager,Asolador,tabla_usuario,1
1,Content,3449682063,3449682063,Reaper,Reaper,tabla_usuario,1
1,Content,3454013945,3454013945,Reaper King,Reaper King,tabla_usuario,1
1,Content,3908435345,3908435345,Reaper King (Tamed),Reaper King domesticado,tabla_usuario,0
1,Content,1450100961,1450100961,Reaper Prince,Reaper príncipe,tabla_usuario,1
1,Content,1660798873,1660798873,Reaper Queen,Reaper Queen,tabla_usuario,1
1,Content,2635408464,2635408464,Rex,Rex,tabla_usuario,1
1,Content,927721160,927721160,Rex Ghost,Rex fantasma,tabla_usuario,1
1,Content,3360748354,3360748354,Rhyniognatha,Rhyniognatha,tabla_usuario,1
1,Content,3913920783,3913920783,Rhyniognatha Drone,Dron de Rhyniognatha,tabla_usuario,0
1,Content,3329955748,3329955748,Rock Drake,Dragón de Roca,tabla_usuario,1
1,Content,1943598285,1943598285,Rock Elemental,Elemental de roca,tabla_usuario,1
1,Content,3794606359,3794606359,Rockwell,Rockwell,tabla_usuario,1
1,Content,3728458575,3728458575,Rockwell (Alpha),Rockwell Alfa,tabla_usuario,1
1,Content,203112718,203112718,Rockwell (Beta),Rockwell Beta,tabla_usuario,1
1,Content,2946079845,2946079845,Rockwell (Gamma),Rockwell Gamma,tabla_usuario,1
1,Content,3150262646,3150262646,Roll Rat,Rotorrata,tabla_usuario,1
1,Content,1668612741,1668612741,Rubble Golem,Gólem de Escombros,tabla_usuario,1
1,Content,1546590221,1546590221,S-Acro,Acrocanthosaurio S,tabla_usuario,0
1,Content,2589276025,2589276025,S-Allosaurus,Alosaurio S,tabla_usuario,0
1,Content,700108569,700108569,S-Andrewsarchus,Andrewsarchus S,tabla_usuario,0
1,Content,723951976,723951976,S-Ankylo,Ankylosaurio S,tabla_usuario,0
1,Content,1306966032,1306966032,S-Ankylosaurus,Ankylosaurio S,tabla_usuario,0
1,Content,2343211730,2343211730,S-Araneo,Araneo S,tabla_usuario,0
1,Content,1924567821,1924567821,S-Argentavis,Argentavis S,tabla_usuario,0
1,Content,940114262,940114262,S-Basilosaurus,Basilosaurio S,tabla_usuario,0
1,Content,3348292776,3348292776,S-Carcharodontosaurus,Carcharodontosaurio S,tabla_usuario,0
1,Content,217977616,217977616,S-Casteroides,Castoroides S,tabla_usuario,0
1,Content,37355970,37355970,S-Castoroides,Castoroides S,tabla_usuario,0
1,Content,3570800318,3570800318,S-Cat,Gato S,tabla_usuario,0
1,Content,2360440278,2360440278,S-Ceratosaurus,Ceratosaurio S,tabla_usuario,0
1,Content,4257392048,4257392048,S-Daeodon,Daeodon S,tabla_usuario,0
1,Content,2401103144,2401103144,S-Deinonychus,Deinonico S,tabla_usuario,0
1,Content,426666040,426666040,S-Deinosuchus,Deinosuchus S,tabla_usuario,0
1,Content,2836936521,2836936521,S-Desmodus,Desmodus S,tabla_usuario,0
1,Content,1815924418,1815924418,S-Direbear,Oso Gigante S,tabla_usuario,0
1,Content,1577783346,1577783346,S-Direwolf,Lobo Gigante S,tabla_usuario,0
1,Content,576502318,576502318,S-Doedicurus,Doedicurus S,tabla_usuario,0
1,Content,3835198786,3835198786,S-Dunkleosteus,Dunkleosteus S,tabla_usuario,0
1,Content,4071600615,4071600615,S-Fasolasuchus,Fasolasuchus S,tabla_usuario,0
1,Content,3373593945,3373593945,S-Fenrir,Fenrir S,tabla_usuario,0
1,Content,2996710323,2996710323,S-Fire Wyvern,Wyvern de Fuego S,tabla_usuario,0
1,Content,4235251887,4235251887,S-Griffin,Grifo S,tabla_usuario,0
1,Content,1446740712,1446740712,S-Helicoprion,Helicoprion S,tabla_usuario,0
1,Content,2836554412,2836554412,S-Ice Wyvern,Wyvern de Hielo S,tabla_usuario,0
1,Content,2598479157,2598479157,S-Lighting Wyvern,Wyvern de Rayo S,tabla_usuario,0
1,Content,2299882141,2299882141,S-Lightning Wyvern,Wyvern de Rayo S,tabla_usuario,0
1,Content,1957969499,1957969499,S-Maeguana,Maeguana S,tabla_usuario,0
1,Content,1273061230,1273061230,S-Maewing,Maewing S,tabla_usuario,0
1,Content,1222563841,1222563841,S-Magmasaur,Magmasaur S,tabla_usuario,0
1,Content,3962137732,3962137732,S-Magmasaurus,Magmasaur S,tabla_usuario,0
1,Content,3467902127,3467902127,S-Managarmr,Managarmr S,tabla_usuario,0
1,Content,1516980499,1516980499,S-Mantis,Mantis S,tabla_usuario,0
1,Content,438057445,438057445,S-Megalodon,Megalodon S,tabla_usuario,0
1,Content,1116010340,1116010340,S-Megalosaurus,Megalosaurio S,tabla_usuario,0
1,Content,3068730872,3068730872,S-Megaraptor,Megaraptor S,tabla_usuario,0
1,Content,445390889,445390889,S-Mosasaurus,Mosasaurus S,tabla_usuario,0
1,Content,1670882905,1670882905,S-Ossidon,Ossidon S,tabla_usuario,0
1,Content,204966920,204966920,S-Otter,Nutria S,tabla_usuario,0
1,Content,1041346324,1041346324,S-Plesiosaur,Plesiosaurio S,tabla_usuario,0
1,Content,2743955990,2743955990,S-Poison Wyvern,Wyvern de Veneno S,tabla_usuario,0
1,Content,521058833,521058833,S-Queen Bee,Abeja reina gigante S,tabla_usuario,0
1,Content,3926390993,3926390993,S-Reaper,Reaper S,tabla_usuario,0
1,Content,2381776495,2381776495,S-Rex,Rex S,tabla_usuario,0
1,Content,2096193450,2096193450,S-Rhyniognatha,Rhyniognatha S,tabla_usuario,0
1,Content,3613093331,3613093331,S-Rock Drake,Dragón de Roca S,tabla_usuario,0
1,Content,3089342692,3089342692,S-Rockdrake,Dragón de Roca S,tabla_usuario,0
1,Content,1494634149,1494634149,S-Shinehorn,Lumiasta S,tabla_usuario,0
1,Content,4085177535,4085177535,S-Snow Owl,Búho de las Nieves S,tabla_usuario,0
1,Content,2253924679,2253924679,S-Spino,Spino S,tabla_usuario,0
1,Content,1983286536,1983286536,S-Spinosaurus,Spino S,tabla_usuario,0
1,Content,4183657498,4183657498,S-Therizinosaur,Therizinosaur S,tabla_usuario,0
1,Content,2950810511,2950810511,S-Therizinosaurus,Therizinosaur S,tabla_usuario,0
1,Content,1269263652,1269263652,S-Thylacoleo,Thylacoleo S,tabla_usuario,0
1,Content,3180079407,3180079407,S-Triceratops,Triceratops S,tabla_usuario,0
1,Content,3353429175,3353429175,S-Trike,Triceratops S,tabla_usuario,0
1,Content,3859147875,3859147875,S-Unicorn,Unicornio S,tabla_usuario,0
1,Content,2763074333,2763074333,S-Velonasaur,Velonasaurio S,tabla_usuario,0
1,Content,3291867077,3291867077,S-Yutyrannus,Yutyrannus S,tabla_usuario,0
1,Content,42845719,42845719,Sabertooth,Dientes de Sable,tabla_usuario,1
1,Content,3257943465,3257943465,Sabertooth Salmon,Salmón Dientes de Sable,tabla_usuario,1
1,Content,389783044,389783044,Sarco,Sarco,tabla_usuario,1
1,Content,383319169,383319169,Sarcosuchus,Sarco,alias_base:Sarco,1
1,Content,3581464974,3581464974,Sarcosuchus ,Sarco,alias_base:Sarco,1
1,Content,3901604306,3901604306,Scorched Acrocanthosaurus,Acrocanthosaurio Scorched,tabla_usuario,0
1,Content,1071693639,1071693639,Scout,Explorador,tabla_usuario,1
1,Content,3842218205,3842218205,Seeker,Rastreador,tabla_usuario,1
1,Content,3030098044,3030098044,Shadowmane,Shadowmane,tabla_usuario,1
1,Content,2613943328,2613943328,Shastasaurus,Shastasaurus,tabla_usuario,1
1,Content,3158651133,3158651133,Shinehorn,Lumiasta,tabla_usuario,1
1,Content,3798855673,3798855673,Sinomacrops,Sinomacrops,tabla_usuario,1
1,Content,1190209580,1190209580,Sinomacrops ,Sinomacrops,alias_base:Sinomacrops,1
1,Content,4180875517,4180875517,Sir-5rM8,Sir-5rM8,tabla_usuario,0
1,Content,59756635,59756635,Skeletal Bronto,Brontosaurio esquelético,tabla_usuario,1
1,Content,3032430512,3032430512,Skeletal Carnotaurus,Carnotauro esquelético,tabla_usuario,1
1,Content,549262250,549262250,Skeletal Fire Wyvern,Wyvern de Fuego esquelético,tabla_usuario,0
1,Content,3954154212,3954154212,Skeletal Giganotosaurus,Giganotosaurio esquelético,tabla_usuario,1
1,Content,4217997915,4217997915,Skeletal Jerboa,Jerbo esquelético,tabla_usuario,1
1,Content,1971387178,1971387178,Skeletal Quetzal,Quetzal esquelético,tabla_usuario,1
1,Content,1053538191,1053538191,Skeletal Raptor,Raptor esquelético,tabla_usuario,1
1,Content,424745351,424745351,Skeletal Rex,Rex esquelético,tabla_usuario,1
1,Content,1649185466,1649185466,Skeletal Stego,Estegosaurio esquelético,tabla_usuario,1
1,Content,3984713063,3984713063,Skeletal Trike,Triceratops esquelético,tabla_usuario,1
1,Content,2531617036,2531617036,Skeleton,Esqueleto,tabla_usuario,0
1,Content,2093939578,2093939578,Snow Owl,Búho de las Nieves,tabla_usuario,1
1,Content,3651685258,3651685258,Snow Owl Ghost,Búho de las Nieves fantasma,tabla_usuario,1
1,Content,1470388739,1470388739,Solwyn,Solwyn,tabla_usuario,0
1,Content,3120262440,3120262440,Spino,Spino,tabla_usuario,1
1,Content,3775569118,3775569118,Spino ,Spino,alias_base:Spino,1
1,Content,2677587054,2677587054,Spino Ghost,Spino fantasma,tabla_usuario,0
1,Content,646774011,646774011,Spinosaurus,Spino,alias_base:Spino,1
1,Content,2939575409,2939575409,Spring Drakeling,Drakeling de primavera,tabla_usuario,0
1,Content,3344147613,3344147613,Spring Drakeling Ghost,Drakeling de primavera fantasma,tabla_usuario,0
1,Content,2005890821,2005890821,Stego,Estegosaurio,alias_base:Stegosaurus,1
1,Content,2889049955,2889049955,Stegosaurus,Estegosaurio,tabla_usuario,1
1,Content,131910741,131910741,Summer Drakeling,Drakeling de verano,tabla_usuario,0
1,Content,1086578386,1086578386,Summer Drakeling Ghost,Drakeling de verano fantasma,tabla_usuario,0
1,Content,856924413,856924413,Surface Reaper King Ghost,Reaper King de superficie fantasma,tabla_usuario,1
1,Content,3939289472,3939289472,Tapejara,Tapejara,tabla_usuario,1
1,Content,2776681226,2776681226,Tek Giganotosaurus,Giganotosaurio Tek,tabla_usuario,1
1,Content,669735558,669735558,Tek Mosasaurus,Mosasaurus Tek,variante_verificada_adicional,1
1,Content,807119549,807119549,Tek Parasaur,Parasaurio Tek,tabla_usuario,1
1,Content,3591635647,3591635647,Tek Quetzal,Quetzal Tek,tabla_usuario,1
1,Content,2258312592,2258312592,Tek Raptor,Raptor Tek,tabla_usuario,1
1,Content,740759709,740759709,Tek Rex,Rex Tek,tabla_usuario,1
1,Content,3258139444,3258139444,Tek Stegosaurus,Estegosaurio Tek,tabla_usuario,1
1,Content,1796275303,1796275303,Tek Strider,Stryder Tek,alias_base:Tek Stryder,1
1,Content,2369241849,2369241849,Tek Stryder,Stryder Tek,tabla_usuario,1
1,Content,2201386123,2201386123,Tek Triceratops,Triceratops Tek,tabla_usuario,1
1,Content,1718223748,1718223748,Terror Bird,Ave del terror,tabla_usuario,1
1,Content,4179908520,4179908520,Thanatos,Thanatos,tabla_usuario,1
1,Content,3788050979,3788050979,Therizino,Therizinosaur,alias_base:Therizinosaur,1
1,Content,1105509364,1105509364,Therizinosaur,Therizinosaur,tabla_usuario,1
1,Content,1225614952,1225614952,Therizinosaurus,Therizinosaur,alias_base:Therizinosaur,1
1,Content,1557261119,1557261119,Thodes,Thodes,tabla_usuario,0
1,Content,2973216664,2973216664,Thorny Dragon,Diablo Espinoso,tabla_usuario,1
1,Content,1009433610,1009433610,Thrall,Thrall,tabla_usuario,0
1,Content,651603018,651603018,Thrall Marauder,Merodeador de esclavos,tabla_usuario,0
1,Content,2247501338,2247501338,Thrall Warden,Guardián de esclavos,tabla_usuario,0
1,Content,1518802771,1518802771,Thylacoleo,Thylacoleo,tabla_usuario,1
1,Content,4069637394,4069637394,Tidepup,Tidepup,tabla_usuario,0
1,Content,223443945,223443945,Titanoboa,Titanoboa,tabla_usuario,1
1,Content,1380665162,1380665162,Titanomyrma,Titanomyrma,tabla_usuario,1
1,Content,2537516384,2537516384,Titanosaur,Titanosaurio,tabla_usuario,1
1,Content,3979761884,3979761884,Triceratops,Triceratops,tabla_usuario,1
1,Content,4165075160,4165075160,Trike,Triceratops,alias_base:Triceratops,1
1,Content,2729687367,2729687367,Trilobite,Trilobite,tabla_usuario,1
1,Content,2475404577,2475404577,Troodon,Troodon,tabla_usuario,1
1,Content,652461157,652461157,Tropeognathus,Tropeognathus,tabla_usuario,1
1,Content,138026648,138026648,Tusoteuthis,Tusoteuthis,tabla_usuario,1
1,Content,1760328547,1760328547,Umbra,Umbra,tabla_usuario,0
1,Content,3815981833,3815981833,Unicorn,Unicornio,tabla_usuario,1
1,Content,688061800,688061800,Valentines Coelacanth,Celacanto de San Valentín,tabla_usuario,0
1,Content,2989109718,2989109718,Veilwyn,Veilwyn,tabla_usuario,0
1,Content,1992156877,1992156877,Veilwyn Ghost,Veilwyn fantasma,tabla_usuario,0
1,Content,3046199658,3046199658,Velonasaur,Velonasaurio,tabla_usuario,1
1,Content,1016162220,1016162220,Voidwyrm,Voidwyrm,tabla_usuario,1
1,Content,363805421,363805421,Vulture,Buitre,tabla_usuario,1
1,Content,3905649051,3905649051,Water Jug Bug,Escarabajo Cántaro de Agua,tabla_usuario,1
1,Content,2914059889,2914059889,Winter Drakeling,Drakeling de invierno,tabla_usuario,0
1,Content,3761559004,3761559004,Winter Drakeling Ghost,Drakeling de invierno fantasma,tabla_usuario,0
1,Content,1291296548,1291296548,Woolly Rhino,Rinoceronte Lanudo,tabla_usuario,1
1,Content,4120516907,4120516907,Wyvern,Wyvern,tabla_usuario,1
1,Content,2594631588,2594631588,X-Acrocanthosaurus,Acrocanthosaurio X,tabla_usuario,0
1,Content,3933823676,3933823676,X-Allosaurus,Alosaurio X,tabla_usuario,1
1,Content,2280723153,2280723153,X-Ankylosaurus,Ankylosaurio X,tabla_usuario,1
1,Content,2408053356,2408053356,X-Archelon,Archelon X,tabla_usuario,0
1,Content,43697864,43697864,X-Argentavis,Argentavis X,tabla_usuario,1
1,Content,4062096279,4062096279,X-Basilosaurus,Basilosaurio X,tabla_usuario,1
1,Content,842825496,842825496,X-Cryolophosaurus,Cryolophosaurus X,tabla_usuario,0
1,Content,1539211461,1539211461,X-Deinosuchus,Deinosuchus X,tabla_usuario,0
1,Content,4250342525,4250342525,X-Dragon,Dragon X,variante_verificada_adicional,1
1,Content,781178755,781178755,X-Dunkleosteus,Dunkleosteus X,tabla_usuario,1
1,Content,350972437,350972437,X-Helicoprion,Helicoprion X,tabla_usuario,0
1,Content,3794301931,3794301931,X-Ichthyosaurus,Ictiosauro X,tabla_usuario,1
1,Content,3998528530,3998528530,X-Megalodon,Megalodon X,tabla_usuario,1
1,Content,1788900844,1788900844,X-Mosasaurus,Mosasaurus X,tabla_usuario,1
1,Content,54944711,54944711,X-Otter,Nutria X,tabla_usuario,1
1,Content,2939955251,2939955251,X-Paraceratherium,Paraceratherium X,tabla_usuario,1
1,Content,2698650470,2698650470,X-Parasaur,Parasaurio X,tabla_usuario,1
1,Content,1416144859,1416144859,X-Raptor,Raptor X,tabla_usuario,1
1,Content,3213204759,3213204759,X-Rex,Rex X,tabla_usuario,1
1,Content,2084574796,2084574796,X-Rock Elemental,Elemental de roca X,tabla_usuario,1
1,Content,1669458341,1669458341,X-Sabertooth,Dientes de Sable X,tabla_usuario,1
1,Content,1271823244,1271823244,X-Sabertooth Salmon,Salmón Dientes de Sable X,tabla_usuario,1
1,Content,2301216392,2301216392,X-Spino,Spino X,tabla_usuario,1
1,Content,900980530,900980530,X-Tapejara,Tapejara X,tabla_usuario,1
1,Content,4284269010,4284269010,X-Triceratops,Triceratops X,tabla_usuario,1
1,Content,843159821,843159821,X-Woolly Rhino,Rinoceronte Lanudo X,tabla_usuario,1
1,Content,1484998422,1484998422,X-Xiphactinus,Xiphactinus X,tabla_usuario,0
1,Content,3021582848,3021582848,X-Yutyrannus,Yutyrannus X,tabla_usuario,1
1,Content,1256840728,1256840728,Xiphactinus,Xiphactinus,tabla_usuario,1
1,Content,660386068,660386068,Yeti,Yeti,tabla_usuario,1
1,Content,883160905,883160905,Yi Ling,Yi Ling,tabla_usuario,1
1,Content,3574963634,3574963634,Yutyrannus,Yutyrannus,tabla_usuario,1
1,Content,1476394938,1476394938,Zombie Fire Wyvern,Wyvern de Fuego zombi,tabla_usuario,1
1,Content,1774488354,1774488354,Zombie Lightning Wyvern,Wyvern de Rayo zombi,tabla_usuario,1
1,Content,3235043899,3235043899,Zombie Poison Wyvern,Wyvern de Veneno zombi,tabla_usuario,1
